invoice_id,flagged,error_category,expected_total_cents,billed_total_cents,confidence,coverage,review_required,duplicate_record_count,canonical_invoice_row_no,source_context_complete
INV-H4-000086,0,,1398675,1398675,0.6,0.778,True,1,86,True
INV-H4-000347,0,,1895670,1895670,0.6,0.778,True,1,347,True
INV-H4-000420,1,unit_price_mismatch,5553665,5508974,0.6,0.778,True,1,420,True
INV-H4-000434,0,,1919075,1919075,0.6,0.778,True,1,434,True
INV-H4-000584,0,,1647943,1647943,0.6,0.778,True,1,584,True
INV-H4-000743,0,,3407070,3407070,0.6,0.778,True,1,743,True
INV-H4-000024,0,,1381558,1381558,0.603,0.786,True,1,24,True
INV-H4-000089,0,,1592319,1592319,0.603,0.786,True,1,89,True
INV-H4-000211,1,unit_price_mismatch,3070500,3056100,0.603,0.786,True,1,211,True
INV-H4-000429,1,unit_price_mismatch,4563115,4444055,0.603,0.786,True,1,429,True
INV-H4-000480,0,,3637753,3637753,0.603,0.786,True,1,480,True
INV-H4-000746,1,unit_price_mismatch,3657100,3566609,0.603,0.786,True,1,746,True
INV-H4-000326,1,unit_price_mismatch,3844000,3798200,0.604,0.789,True,1,326,True
INV-H4-000603,1,unknown_service,3770800,3770800,0.604,0.789,True,1,603,True
INV-H4-000060,0,,805625,805625,0.608,0.8,True,1,60,True
INV-H4-000082,0,,5197300,5197300,0.608,0.8,True,1,82,True
INV-H4-000144,1,unknown_service|premium_incorrectly_applied|contract_number_mismatch,3088113,3105319,0.608,0.8,True,1,144,True
INV-H4-000160,0,,481550,481550,0.608,0.8,True,1,160,True
INV-H4-000280,1,unit_price_mismatch,2722450,2693475,0.608,0.8,True,1,280,True
INV-H4-000294,0,,827525,827525,0.608,0.8,True,1,294,True
INV-H4-000323,1,unit_price_mismatch|invoice_total_mismatch,1928075,1906175,0.608,0.8,True,1,323,True
INV-H4-000324,0,,737415,737415,0.608,0.8,True,1,324,True
INV-H4-000338,0,,3339125,3339125,0.608,0.8,True,1,338,True
INV-H4-000372,0,,474575,474575,0.608,0.8,True,1,372,True
INV-H4-000422,0,,3513640,3513640,0.608,0.8,True,1,422,True
INV-H4-000456,0,,1901874,1901874,0.608,0.8,True,1,456,True
INV-H4-000492,0,,1855775,1855775,0.608,0.8,True,1,492,True
INV-H4-000533,1,unit_price_mismatch,2719750,2634137,0.608,0.8,True,1,533,True
INV-H4-000642,0,,1023125,1023125,0.608,0.8,True,1,642,True
INV-H4-000670,0,,2221300,2221300,0.608,0.8,True,1,670,True
INV-H4-000680,1,unit_price_mismatch,3865400,3846725,0.608,0.8,True,1,680,True
INV-H4-000710,0,,508550,508550,0.608,0.8,True,1,710,True
INV-H4-000736,1,unknown_service,1610150,1610150,0.608,0.8,True,1,736,True
INV-H4-000796,0,,2077075,2077075,0.608,0.8,True,1,796,True
INV-H4-000062,0,,3792825,3792825,0.612,0.812,True,1,62,True
INV-H4-000307,1,unknown_service,4621560,4621560,0.612,0.812,True,1,307,True
INV-H4-000332,0,,4836400,4836400,0.612,0.812,True,1,332,True
INV-H4-000514,1,unit_price_mismatch,4113525,4107575,0.612,0.812,True,1,514,True
INV-H4-000638,1,unit_price_mismatch,2401594,2369312,0.612,0.812,True,1,638,True
INV-H4-000702,1,unknown_service,3624763,3624763,0.612,0.812,True,1,702,True
INV-H4-000770,1,unit_price_mismatch,2939300,2739165,0.612,0.812,True,1,770,True
INV-H4-000789,0,,4974786,4974786,0.612,0.812,True,1,789,True
INV-H4-000141,0,,2871700,2871700,0.614,0.818,True,1,141,True
INV-H4-000143,0,,2047525,2047525,0.614,0.818,True,1,143,True
INV-H4-000159,0,,1671850,1671850,0.614,0.818,True,1,159,True
INV-H4-000217,1,unit_price_mismatch,2596750,2424724,0.614,0.818,True,1,217,True
INV-H4-000506,1,unit_price_mismatch,2204000,2175025,0.614,0.818,True,1,506,True
INV-H4-000519,0,,1958225,1958225,0.614,0.818,True,1,519,True
INV-H4-000526,0,,3121875,3121875,0.614,0.818,True,1,526,True
INV-H4-000626,0,,3093825,3093825,0.614,0.818,True,1,626,True
INV-H4-000667,0,,1037685,1037685,0.614,0.818,True,1,667,True
INV-H4-000805,0,,3568400,3568400,0.614,0.818,True,1,805,True
INV-H4-000042,0,,3924275,3924275,0.616,0.824,True,1,42,True
INV-H4-000162,0,,3059865,3059865,0.616,0.824,True,1,162,True
INV-H4-000170,0,,2401000,2401000,0.616,0.824,True,1,170,True
INV-H4-000388,0,,3044800,3044800,0.616,0.824,True,1,388,True
INV-H4-000542,1,unit_price_mismatch,3605825,3515306,0.616,0.824,True,1,542,True
INV-H4-000547,1,unit_price_mismatch,2871400,2848500,0.616,0.824,True,1,547,True
INV-H4-000002,1,unit_price_mismatch,3722200,3709750,0.62,0.833,True,1,2,True
INV-H4-000108,0,,1704800,1704800,0.62,0.833,True,1,108,True
INV-H4-000133,0,,1665300,1665300,0.62,0.833,True,1,133,True
INV-H4-000204,0,,4171025,4171025,0.62,0.833,True,1,204,True
INV-H4-000222,0,,1049900,1049900,0.62,0.833,True,1,222,True
INV-H4-000223,0,,2854625,2854625,0.62,0.833,True,1,223,True
INV-H4-000253,0,,985450,985450,0.62,0.833,True,1,253,True
INV-H4-000285,0,,1044325,1044325,0.62,0.833,True,1,285,True
INV-H4-000321,1,unit_price_mismatch,2903255,2786067,0.62,0.833,True,1,321,True
INV-H4-000333,0,,999950,999950,0.62,0.833,True,1,333,True
INV-H4-000334,0,,1071950,1071950,0.62,0.833,True,1,334,True
INV-H4-000348,1,unit_price_mismatch,2842503,2813528,0.62,0.833,True,1,348,True
INV-H4-000369,1,unit_price_mismatch,2591325,2572650,0.62,0.833,True,1,369,True
INV-H4-000376,0,,462950,462950,0.62,0.833,True,1,376,True
INV-H4-000390,0,,621475,621475,0.62,0.833,True,1,390,True
INV-H4-000427,0,,1194800,1194800,0.62,0.833,True,1,427,True
INV-H4-000453,0,,956575,956575,0.62,0.833,True,1,453,True
INV-H4-000483,1,invoice_total_mismatch|daily_cap_exceeded,1602575,1702575,0.62,0.833,True,1,483,True
INV-H4-000520,1,unknown_service,2382850,2382850,0.62,0.833,True,1,520,True
INV-H4-000557,0,,885100,885100,0.62,0.833,True,1,557,True
INV-H4-000583,1,unit_price_mismatch|bundle_not_applied,819575,947375,0.62,0.833,True,1,583,True
INV-H4-000616,0,,3279536,3279536,0.62,0.833,True,1,616,True
INV-H4-000622,0,,1257650,1257650,0.62,0.833,True,1,622,True
INV-H4-000686,0,,993150,993150,0.62,0.833,True,1,686,True
INV-H4-000703,0,,1270725,1270725,0.62,0.833,True,1,703,True
INV-H4-000720,0,,576907,576907,0.62,0.833,True,1,720,True
INV-H4-000737,1,unit_price_mismatch,2491050,2255325,0.62,0.833,True,1,737,True
INV-H4-000744,0,,2601325,2601325,0.62,0.833,True,1,744,True
INV-H4-000752,1,unit_price_mismatch,1038075,990930,0.62,0.833,True,1,752,True
INV-H4-000765,1,unit_price_mismatch,2764633,2605360,0.62,0.833,True,1,765,True
INV-H4-000782,0,,3270350,3270350,0.62,0.833,True,1,782,True
INV-H4-000833,1,unit_price_mismatch,2665740,2619940,0.62,0.833,True,1,833,True
INV-H4-000840,0,,3187825,3187825,0.62,0.833,True,1,840,True
INV-H4-000455,0,,4005775,4005775,0.623,0.842,True,1,455,True
INV-H4-000658,1,wrong_unit_basis|unit_price_mismatch|exclusion_window_violation,3979087,3976687,0.623,0.842,True,1,658,True
INV-H4-000763,1,unknown_service|unit_price_mismatch,3285200,3228059,0.623,0.842,True,1,763,True
INV-H4-000178,0,,3878225,3878225,0.624,0.846,True,1,178,True
INV-H4-000224,0,,1980323,1980323,0.624,0.846,True,1,224,True
INV-H4-000252,0,,2894100,2894100,0.624,0.846,True,1,252,True
INV-H4-000273,1,unit_price_mismatch,2106500,1988640,0.624,0.846,True,1,273,True
INV-H4-000339,0,,2489370,2489370,0.624,0.846,True,1,339,True
INV-H4-000562,1,unit_price_mismatch,3143047,3083459,0.624,0.846,True,1,562,True
INV-H4-000579,1,unit_price_mismatch,2496050,2424905,0.624,0.846,True,1,579,True
INV-H4-000605,0,,3585475,3585475,0.624,0.846,True,1,605,True
INV-H4-000618,0,,3254675,3254675,0.624,0.846,True,1,618,True
INV-H4-000682,0,,2394425,2394425,0.624,0.846,True,1,682,True
INV-H4-000819,1,unit_price_mismatch,3355500,3072630,0.624,0.846,True,1,819,True
INV-H4-000109,0,,4800150,4800150,0.625,0.85,True,1,109,True
INV-H4-000195,0,,2564800,2564800,0.625,0.85,True,1,195,True
INV-H4-000265,0,,4404590,4404590,0.625,0.85,True,1,265,True
INV-H4-000407,1,unit_price_mismatch,4328500,4216218,0.625,0.85,True,1,407,True
INV-H4-000457,0,,4982560,4982560,0.625,0.85,True,1,457,True
INV-H4-000512,1,unit_price_mismatch,4935380,4873980,0.625,0.85,True,1,512,True
INV-H4-000567,1,unit_price_mismatch,4331605,4243042,0.625,0.85,True,1,567,True
INV-H4-000575,1,unit_price_mismatch,3928200,3853715,0.625,0.85,True,1,575,True
INV-H4-000019,0,,1312175,1312175,0.628,0.857,True,1,19,True
INV-H4-000028,0,,1136750,1136750,0.628,0.857,True,1,28,True
INV-H4-000135,0,,2150499,2150499,0.628,0.857,True,1,135,True
INV-H4-000140,0,,2104082,2104082,0.628,0.857,True,1,140,True
INV-H4-000154,0,,1006400,1006400,0.628,0.857,True,1,154,True
INV-H4-000168,1,wrong_unit_basis|exclusion_window_violation,2221715,2221715,0.628,0.857,True,1,168,True
INV-H4-000174,0,,1591425,1591425,0.628,0.857,True,1,174,True
INV-H4-000181,0,,1433750,1433750,0.628,0.857,True,1,181,True
INV-H4-000237,0,,3644221,3644221,0.628,0.857,True,1,237,True
INV-H4-000274,0,,1107275,1107275,0.628,0.857,True,1,274,True
INV-H4-000309,1,unknown_service|unit_price_mismatch|cross_invoice_duplicate,3692250,3550818,0.628,0.857,True,1,309,True
INV-H4-000375,0,,1582750,1582750,0.628,0.857,True,1,375,True
INV-H4-000396,0,,4456925,4456925,0.628,0.857,True,1,396,True
INV-H4-000398,0,,2575550,2575550,0.628,0.857,True,1,398,True
INV-H4-000459,1,unit_price_mismatch,2174839,2130148,0.628,0.857,True,1,459,True
INV-H4-000463,0,,3150348,3150348,0.628,0.857,True,1,463,True
INV-H4-000474,1,unit_price_mismatch,2422800,2328512,0.628,0.857,True,1,474,True
INV-H4-000530,1,unit_price_mismatch,1302775,1279875,0.628,0.857,True,1,530,True
INV-H4-000534,1,unit_price_mismatch,3738282,3648900,0.628,0.857,True,1,534,True
INV-H4-000553,0,,1389823,1389823,0.628,0.857,True,1,553,True
INV-H4-000558,0,,780300,780300,0.628,0.857,True,1,558,True
INV-H4-000561,0,,2180950,2180950,0.628,0.857,True,1,561,True
INV-H4-000588,0,,1840275,1840275,0.628,0.857,True,1,588,True
INV-H4-000696,0,,3217300,3217300,0.628,0.857,True,1,696,True
INV-H4-000733,0,,1170500,1170500,0.628,0.857,True,1,733,True
INV-H4-000831,1,unit_price_mismatch,2359000,2170420,0.628,0.857,True,1,831,True
INV-H4-000012,0,,2835575,2835575,0.631,0.867,True,1,12,True
INV-H4-000066,0,,4668562,4668562,0.631,0.867,True,1,66,True
INV-H4-000124,1,unit_price_mismatch,5082725,5059925,0.631,0.867,True,1,124,True
INV-H4-000450,0,,4647850,4647850,0.631,0.867,True,1,450,True
INV-H4-000471,0,,3388150,3388150,0.631,0.867,True,1,471,True
INV-H4-000494,0,,3132199,3132199,0.631,0.867,True,1,494,True
INV-H4-000676,0,,2990973,2990973,0.631,0.867,True,1,676,True
INV-H4-000751,1,unit_price_mismatch,2870525,2840731,0.631,0.867,True,1,751,True
INV-H4-000047,1,unknown_service,3509309,3509309,0.634,0.875,True,1,47,True
INV-H4-000071,0,,1617900,1617900,0.634,0.875,True,1,71,True
INV-H4-000072,0,,1932625,1932625,0.634,0.875,True,1,72,True
INV-H4-000102,0,,1967575,1967575,0.634,0.875,True,1,102,True
INV-H4-000122,0,,2184175,2184175,0.634,0.875,True,1,122,True
INV-H4-000164,1,unit_price_mismatch|malformed_service_date|premium_incorrectly_applied|contract_number_mismatch,2264275,2241308,0.634,0.875,True,1,164,True
INV-H4-000214,0,,3246025,3246025,0.634,0.875,True,1,214,True
INV-H4-000227,1,unit_price_mismatch,4058750,4035850,0.634,0.875,True,1,227,True
INV-H4-000242,0,,4025602,4025602,0.634,0.875,True,1,242,True
INV-H4-000243,0,,1488475,1488475,0.634,0.875,True,1,243,True
INV-H4-000299,0,,421750,421750,0.634,0.875,True,1,299,True
INV-H4-000305,1,unit_price_mismatch,2239575,2221575,0.634,0.875,True,1,305,True
INV-H4-000319,1,unit_price_mismatch,1924475,1918250,0.634,0.875,True,1,319,True
INV-H4-000325,0,,1768325,1768325,0.634,0.875,True,1,325,True
INV-H4-000335,1,unknown_service|unit_price_mismatch,2080315,2045545,0.634,0.875,True,1,335,True
INV-H4-000343,0,,1048175,1048175,0.634,0.875,True,1,343,True
INV-H4-000363,0,,2873300,2873300,0.634,0.875,True,1,363,True
INV-H4-000400,0,,1668400,1668400,0.634,0.875,True,1,400,True
INV-H4-000428,1,unit_price_mismatch,1402225,1387328,0.634,0.875,True,1,428,True
INV-H4-000454,0,,2528295,2528295,0.634,0.875,True,1,454,True
INV-H4-000460,0,,1423623,1423623,0.634,0.875,True,1,460,True
INV-H4-000498,1,unit_price_mismatch,984450,961550,0.634,0.875,True,1,498,True
INV-H4-000537,0,,3505975,3505975,0.634,0.875,True,1,537,True
INV-H4-000572,0,,3946500,3946500,0.634,0.875,True,1,572,True
INV-H4-000573,1,unit_price_mismatch,2873225,2637500,0.634,0.875,True,1,573,True
INV-H4-000625,1,unit_price_mismatch,1572525,1569900,0.634,0.875,True,1,625,True
INV-H4-000628,1,unit_price_mismatch,3339150,3304380,0.634,0.875,True,1,628,True
INV-H4-000637,0,,1806775,1806775,0.634,0.875,True,1,637,True
INV-H4-000685,0,,888575,888575,0.634,0.875,True,1,685,True
INV-H4-000700,1,unknown_service|malformed_service_date,1300625,1300625,0.634,0.875,True,1,700,True
INV-H4-000725,1,unit_price_mismatch,2789600,2760625,0.634,0.875,True,1,725,True
INV-H4-000731,1,unit_price_mismatch,1768575,1739600,0.634,0.875,True,1,731,True
INV-H4-000739,1,unit_price_mismatch,5069125,5045945,0.634,0.875,True,1,739,True
INV-H4-000742,1,unit_price_mismatch,2912775,2724195,0.634,0.875,True,1,742,True
INV-H4-000749,0,,3224700,3224700,0.634,0.875,True,1,749,True
INV-H4-000776,0,,3020525,3020525,0.634,0.875,True,1,776,True
INV-H4-000815,1,unit_price_mismatch,3324424,3135844,0.634,0.875,True,1,815,True
INV-H4-000052,0,,2886250,2886250,0.637,0.882,True,1,52,True
INV-H4-000289,1,unit_price_mismatch,4259821,4165533,0.637,0.882,True,1,289,True
INV-H4-000358,1,unit_price_mismatch,5160400,5154605,0.637,0.882,True,1,358,True
INV-H4-000426,0,,4417800,4417800,0.637,0.882,True,1,426,True
INV-H4-000654,0,,3748150,3748150,0.637,0.882,True,1,654,True
INV-H4-000756,1,unit_price_mismatch,3344300,3326915,0.637,0.882,True,1,756,True
INV-H4-000791,0,,4221708,4221708,0.637,0.882,True,1,791,True
INV-H4-000795,0,,5008875,5008875,0.637,0.882,True,1,795,True
INV-H4-000058,0,,1646025,1646025,0.639,0.889,True,1,58,True
INV-H4-000112,0,,1157155,1157155,0.639,0.889,True,1,112,True
INV-H4-000123,0,,3924125,3924125,0.639,0.889,True,1,123,True
INV-H4-000137,0,,1185400,1185400,0.639,0.889,True,1,137,True
INV-H4-000220,0,,4985275,4985275,0.639,0.889,True,1,220,True
INV-H4-000278,0,,3446950,3446950,0.639,0.889,True,1,278,True
INV-H4-000297,1,unknown_service|unit_price_mismatch,3421104,3398204,0.639,0.889,True,1,297,True
INV-H4-000322,1,unit_price_mismatch,1403375,1402175,0.639,0.889,True,1,322,True
INV-H4-000387,1,unit_price_mismatch,2476900,2340374,0.639,0.889,True,1,387,True
INV-H4-000399,1,unit_price_mismatch,1249550,1243755,0.639,0.889,True,1,399,True
INV-H4-000424,0,,4621760,4621760,0.639,0.889,True,1,424,True
INV-H4-000479,1,unit_price_mismatch,2370925,2276637,0.639,0.889,True,1,479,True
INV-H4-000523,0,,4206639,4206639,0.639,0.889,True,1,523,True
INV-H4-000525,0,,1219975,1219975,0.639,0.889,True,1,525,True
INV-H4-000644,1,unit_price_mismatch,4272575,4183193,0.639,0.889,True,1,644,True
INV-H4-000646,0,,3805850,3805850,0.639,0.889,True,1,646,True
INV-H4-000655,0,,4162200,4162200,0.639,0.889,True,1,655,True
INV-H4-000759,0,,2824475,2824475,0.639,0.889,True,1,759,True
INV-H4-000821,0,,1685850,1685850,0.639,0.889,True,1,821,True
INV-H4-000825,0,,1076650,1076650,0.639,0.889,True,1,825,True
INV-H4-000037,0,,4330300,4330300,0.641,0.895,True,1,37,True
INV-H4-000074,1,unit_price_mismatch,3253770,3497250,0.641,0.895,True,1,74,True
INV-H4-000088,1,unit_price_mismatch,5308471,5285671,0.641,0.895,True,1,88,True
INV-H4-000114,0,,4447625,4447625,0.641,0.895,True,1,114,True
INV-H4-000199,0,,3183225,3183225,0.641,0.895,True,1,199,True
INV-H4-000231,0,,4372475,4372475,0.641,0.895,True,1,231,True
INV-H4-000290,0,,3406925,3406925,0.641,0.895,True,1,290,True
INV-H4-000384,1,unit_price_mismatch,3887000,3817812,0.641,0.895,True,1,384,True
INV-H4-000395,1,unit_price_mismatch,4200725,4153581,0.641,0.895,True,1,395,True
INV-H4-000410,1,unit_price_mismatch,2210225,2163081,0.641,0.895,True,1,410,True
INV-H4-000509,0,,4767372,4767372,0.641,0.895,True,1,509,True
INV-H4-000614,0,,4461675,4461675,0.641,0.895,True,1,614,True
INV-H4-000636,0,,4257325,4257325,0.641,0.895,True,1,636,True
INV-H4-000657,1,unit_price_mismatch,4375950,4346156,0.641,0.895,True,1,657,True
INV-H4-000701,0,,3883275,3883275,0.641,0.895,True,1,701,True
INV-H4-000713,0,,2609056,2609056,0.641,0.895,True,1,713,True
INV-H4-000807,0,,3458819,3458819,0.641,0.895,True,1,807,True
INV-H4-000008,1,unit_price_mismatch|service_date_after_invoice_date,3259925,3525273,0.643,0.9,True,1,8,True
INV-H4-000070,1,unit_price_mismatch,4413675,4395000,0.643,0.9,True,1,70,True
INV-H4-000101,0,,997375,997375,0.643,0.9,True,1,101,True
INV-H4-000110,0,,1614575,1614575,0.643,0.9,True,1,110,True
INV-H4-000173,0,,2904550,2904550,0.643,0.9,True,1,173,True
INV-H4-000184,0,,1978025,1978025,0.643,0.9,True,1,184,True
INV-H4-000193,0,,2231223,2231223,0.643,0.9,True,1,193,True
INV-H4-000238,0,,1045225,1045225,0.643,0.9,True,1,238,True
INV-H4-000262,0,,2110186,2110186,0.643,0.9,True,1,262,True
INV-H4-000292,0,,1980000,1980000,0.643,0.9,True,1,292,True
INV-H4-000361,0,,4042944,4042944,0.643,0.9,True,1,361,True
INV-H4-000397,1,unit_price_mismatch,4685018,4650248,0.643,0.9,True,1,397,True
INV-H4-000409,1,unknown_service|unit_price_mismatch,1750450,1705759,0.643,0.9,True,1,409,True
INV-H4-000417,1,unit_price_mismatch,1289925,1244125,0.643,0.9,True,1,417,True
INV-H4-000438,1,unit_price_mismatch,5034950,5005975,0.643,0.9,True,1,438,True
INV-H4-000444,1,unknown_service,1312964,1312964,0.643,0.9,True,1,444,True
INV-H4-000458,1,unknown_service|cross_invoice_duplicate,1395600,1395600,0.643,0.9,True,1,458,True
INV-H4-000481,1,unit_price_mismatch,4959830,4942445,0.643,0.9,True,1,481,True
INV-H4-000527,0,,1093975,1093975,0.643,0.9,True,1,527,True
INV-H4-000531,0,,3067035,3067035,0.643,0.9,True,1,531,True
INV-H4-000532,0,,4765600,4765600,0.643,0.9,True,1,532,True
INV-H4-000546,1,unit_price_mismatch,5189415,5170740,0.643,0.9,True,1,546,True
INV-H4-000564,1,unit_price_mismatch,7523025,7493231,0.643,0.9,True,1,564,True
INV-H4-000599,1,unit_price_mismatch,2332225,2096500,0.643,0.9,True,1,599,True
INV-H4-000649,0,,2106550,2106550,0.643,0.9,True,1,649,True
INV-H4-000663,0,,1160487,1160487,0.643,0.9,True,1,663,True
INV-H4-000691,1,wrong_unit_basis|unit_price_mismatch|service_date_after_invoice_date|bundle_not_applied,4214900,4074340,0.643,0.9,True,1,691,True
INV-H4-000706,0,,3315425,3315425,0.643,0.9,True,1,706,True
INV-H4-000753,0,,3517100,3517100,0.643,0.9,True,1,753,True
INV-H4-000762,0,,1098550,1098550,0.643,0.9,True,1,762,True
INV-H4-000810,0,,2774093,2774093,0.643,0.9,True,1,810,True
INV-H4-000826,0,,1664025,1664025,0.643,0.9,True,1,826,True
INV-H4-000068,0,,1482320,1482320,0.646,0.909,True,1,68,True
INV-H4-000094,1,unit_price_mismatch,2401295,2378395,0.646,0.909,True,1,94,True
INV-H4-000096,0,,2712075,2712075,0.646,0.909,True,1,96,True
INV-H4-000127,0,,4277050,4277050,0.646,0.909,True,1,127,True
INV-H4-000132,0,,2168372,2168372,0.646,0.909,True,1,132,True
INV-H4-000142,0,,3154150,3154150,0.646,0.909,True,1,142,True
INV-H4-000230,1,unit_price_mismatch,3711375,3617087,0.646,0.909,True,1,230,True
INV-H4-000232,0,,1930675,1930675,0.646,0.909,True,1,232,True
INV-H4-000263,1,unit_price_mismatch,1201125,1153981,0.646,0.909,True,1,263,True
INV-H4-000291,1,unit_price_mismatch,2315425,2286450,0.646,0.909,True,1,291,True
INV-H4-000327,1,unit_price_mismatch,2024325,1996725,0.646,0.909,True,1,327,True
INV-H4-000539,1,unit_price_mismatch,3028700,2899642,0.646,0.909,True,1,539,True
INV-H4-000608,1,unit_price_mismatch,1774075,1664239,0.646,0.909,True,1,608,True
INV-H4-000651,0,,977050,977050,0.646,0.909,True,1,651,True
INV-H4-000662,1,unit_price_mismatch,1547475,1487887,0.646,0.909,True,1,662,True
INV-H4-000754,0,,2006700,2006700,0.646,0.909,True,1,754,True
INV-H4-000779,1,unit_price_mismatch,3011115,2932852,0.646,0.909,True,1,779,True
INV-H4-000790,0,,1579048,1579048,0.646,0.909,True,1,790,True
INV-H4-000817,1,unit_price_mismatch,2370580,2182000,0.646,0.909,True,1,817,True
INV-H4-000001,0,,1684325,1684325,0.649,0.917,True,1,1,True
INV-H4-000021,0,,2524150,2524150,0.649,0.917,True,1,21,True
INV-H4-000045,0,,2151575,2151575,0.649,0.917,True,1,45,True
INV-H4-000081,0,,3437800,3437800,0.649,0.917,True,1,81,True
INV-H4-000113,0,,1557700,1557700,0.649,0.917,True,1,113,True
INV-H4-000129,1,unknown_service,2475375,2475375,0.649,0.917,True,1,129,True
INV-H4-000192,1,unit_price_mismatch,3216000,3168856,0.649,0.917,True,1,192,True
INV-H4-000279,0,,2072558,2072558,0.649,0.917,True,1,279,True
INV-H4-000298,0,,2093400,2093400,0.649,0.917,True,1,298,True
INV-H4-000336,1,unit_price_mismatch,3925150,3783718,0.649,0.917,True,1,336,True
INV-H4-000354,1,unit_price_mismatch,2387622,2357825,0.649,0.917,True,1,354,True
INV-H4-000356,1,unit_price_mismatch,1253606,1230034,0.649,0.917,True,1,356,True
INV-H4-000368,0,,3021850,3021850,0.649,0.917,True,1,368,True
INV-H4-000371,0,,2884425,2884425,0.649,0.917,True,1,371,True
INV-H4-000411,0,,3196895,3196895,0.649,0.917,True,1,411,True
INV-H4-000563,1,unknown_service|unit_price_mismatch,2731650,2708470,0.649,0.917,True,1,563,True
INV-H4-000681,0,,2447300,2447300,0.649,0.917,True,1,681,True
INV-H4-000722,0,,4852900,4852900,0.649,0.917,True,1,722,True
INV-H4-000022,0,,2760525,2760525,0.651,0.923,True,1,22,True
INV-H4-000031,1,unit_price_mismatch,1710075,1691400,0.651,0.923,True,1,31,True
INV-H4-000085,0,,3151125,3151125,0.651,0.923,True,1,85,True
INV-H4-000097,0,,2515900,2515900,0.651,0.923,True,1,97,True
INV-H4-000146,0,,2873750,2873750,0.651,0.923,True,1,146,True
INV-H4-000176,0,,1732674,1732674,0.651,0.923,True,1,176,True
INV-H4-000205,0,,3493500,3493500,0.651,0.923,True,1,205,True
INV-H4-000344,1,unit_price_mismatch,2474175,2427031,0.651,0.923,True,1,344,True
INV-H4-000381,0,,2177615,2177615,0.651,0.923,True,1,381,True
